,nombres,edades,generos,ciudades,hijos,mascotas
1326,persona_1326,27,M,Zipaquirá,0,5
1327,persona_1327,32,F,Cajicá,2,0
1328,persona_1328,63,F,Cota,4,2
1329,persona_1329,36,M,Zipaquirá,3,5
1330,persona_1330,52,M,Cajicá,1,2
1331,persona_1331,45,M,Zipaquirá,1,5
1332,persona_1332,44,M,Chía,5,1
1333,persona_1333,49,M,Zipaquirá,2,2
1334,persona_1334,23,M,Cota,3,5
1335,persona_1335,20,M,Chía,4,0
1336,persona_1336,30,M,Bogotá,2,2
1337,persona_1337,23,F,Bogotá,0,3
1338,persona_1338,29,M,Cota,2,0
1339,persona_1339,60,F,Zipaquirá,0,2
1340,persona_1340,41,F,Cajicá,5,5
1341,persona_1341,52,F,Cota,3,3
1342,persona_1342,68,F,Chía,0,0
1343,persona_1343,43,F,Cota,5,0
1344,persona_1344,47,M,Cajicá,0,2
1345,persona_1345,49,F,Chía,3,1
1346,persona_1346,39,M,Cota,4,4
1347,persona_1347,26,F,Zipaquirá,4,2
1348,persona_1348,36,F,Zipaquirá,1,5
1349,persona_1349,38,F,Cajicá,3,0
1350,persona_1350,65,M,Chía,1,2
1351,persona_1351,68,F,Chía,2,1
1352,persona_1352,61,F,Cota,4,5
1353,persona_1353,42,F,Cajicá,4,4
1354,persona_1354,52,M,Cajicá,4,2
1355,persona_1355,39,F,Cajicá,3,5
1356,persona_1356,43,M,Bogotá,0,3
1357,persona_1357,55,F,Bogotá,0,3
1358,persona_1358,30,M,Zipaquirá,3,2
1359,persona_1359,49,M,Cota,5,5
1360,persona_1360,70,M,Bogotá,5,3
1361,persona_1361,65,F,Chía,4,2
1362,persona_1362,57,M,Chía,1,1
1363,persona_1363,22,F,Cota,0,3
1364,persona_1364,26,F,Zipaquirá,0,0
1365,persona_1365,38,M,Cota,5,3
1366,persona_1366,58,M,Cajicá,0,1
1367,persona_1367,22,F,Zipaquirá,0,2
1368,persona_1368,38,M,Bogotá,2,5
1369,persona_1369,45,F,Zipaquirá,5,3
1370,persona_1370,49,F,Cota,1,1
1371,persona_1371,32,F,Bogotá,0,1
1372,persona_1372,24,F,Bogotá,0,4
1373,persona_1373,60,M,Cota,4,0
1374,persona_1374,25,M,Chía,2,0
1375,persona_1375,33,M,Cajicá,2,5
1376,persona_1376,62,M,Zipaquirá,3,5
1377,persona_1377,32,M,Cota,0,2
1378,persona_1378,38,M,Cota,5,0
1379,persona_1379,61,F,Bogotá,4,4
1380,persona_1380,68,M,Zipaquirá,2,2
1381,persona_1381,63,F,Cajicá,3,4
1382,persona_1382,44,F,Zipaquirá,1,5
1383,persona_1383,59,M,Cota,2,2
1384,persona_1384,67,M,Bogotá,5,0
1385,persona_1385,36,F,Bogotá,3,3
1386,persona_1386,49,F,Zipaquirá,3,2
1387,persona_1387,26,F,Cota,2,1
1388,persona_1388,23,M,Bogotá,5,5
1389,persona_1389,24,M,Bogotá,0,5
1390,persona_1390,56,M,Bogotá,0,0
1391,persona_1391,25,M,Cajicá,1,0
1392,persona_1392,50,M,Cota,1,1
1393,persona_1393,66,F,Chía,4,1
1394,persona_1394,62,M,Bogotá,0,1
1395,persona_1395,70,F,Bogotá,0,2
1396,persona_1396,66,F,Bogotá,2,4
1397,persona_1397,22,F,Bogotá,2,2
1398,persona_1398,54,F,Bogotá,1,3
1399,persona_1399,56,F,Cota,5,1
1400,persona_1400,64,M,Cota,3,1
1401,persona_1401,34,M,Bogotá,3,4
1402,persona_1402,34,F,Bogotá,3,3
1403,persona_1403,57,M,Cajicá,2,3
1404,persona_1404,47,F,Cajicá,3,1
1405,persona_1405,29,F,Cota,2,0
1406,persona_1406,69,F,Bogotá,4,1
1407,persona_1407,54,F,Cota,2,4
1408,persona_1408,68,F,Zipaquirá,2,2
1409,persona_1409,22,F,Cota,0,5
1410,persona_1410,20,F,Cota,0,5
1411,persona_1411,47,F,Bogotá,4,2
1412,persona_1412,70,M,Bogotá,0,5
1413,persona_1413,26,M,Zipaquirá,2,0
1414,persona_1414,49,F,Bogotá,5,2
1415,persona_1415,60,M,Chía,4,5
1416,persona_1416,70,F,Cajicá,5,2
1417,persona_1417,57,F,Chía,3,5
1418,persona_1418,67,M,Bogotá,3,5
1419,persona_1419,59,F,Chía,4,2
1420,persona_1420,52,F,Cota,2,3
1421,persona_1421,44,M,Chía,3,5
1422,persona_1422,67,M,Cota,1,0
1423,persona_1423,50,F,Bogotá,4,3
1424,persona_1424,70,F,Zipaquirá,5,1
1425,persona_1425,67,F,Chía,1,2
1426,persona_1426,46,M,Chía,3,1
1427,persona_1427,27,F,Zipaquirá,3,0
1428,persona_1428,37,M,Cota,2,5
1429,persona_1429,47,M,Chía,0,0
1430,persona_1430,34,F,Zipaquirá,1,2
1431,persona_1431,65,F,Cota,3,4
1432,persona_1432,38,M,Chía,2,3
1433,persona_1433,42,M,Cota,3,2
1434,persona_1434,49,M,Bogotá,3,1
1435,persona_1435,66,F,Bogotá,1,2
1436,persona_1436,55,F,Bogotá,4,0
1437,persona_1437,49,F,Bogotá,0,3
1438,persona_1438,61,F,Zipaquirá,5,3
1439,persona_1439,62,M,Zipaquirá,3,5
1440,persona_1440,46,M,Cajicá,5,0
1441,persona_1441,36,F,Bogotá,2,0
1442,persona_1442,68,F,Chía,3,1
1443,persona_1443,40,F,Zipaquirá,1,4
1444,persona_1444,64,F,Cota,0,2
1445,persona_1445,21,M,Chía,2,1
1446,persona_1446,66,F,Zipaquirá,1,2
1447,persona_1447,29,F,Chía,1,2
1448,persona_1448,45,M,Bogotá,0,5
1449,persona_1449,39,M,Cota,0,5
1450,persona_1450,58,M,Cajicá,0,1
1451,persona_1451,33,M,Cajicá,5,4
1452,persona_1452,67,M,Cota,0,5
1453,persona_1453,62,F,Bogotá,1,1
1454,persona_1454,27,F,Bogotá,1,4
1455,persona_1455,37,F,Bogotá,4,4
1456,persona_1456,63,F,Cota,3,4
1457,persona_1457,26,F,Zipaquirá,1,1
1458,persona_1458,62,M,Chía,2,4
1459,persona_1459,68,F,Bogotá,2,2
1460,persona_1460,48,F,Bogotá,2,0
1461,persona_1461,20,M,Zipaquirá,0,4
1462,persona_1462,25,M,Bogotá,0,0
1463,persona_1463,60,M,Chía,3,5
1464,persona_1464,23,F,Cota,0,2
1465,persona_1465,37,F,Cajicá,5,5
1466,persona_1466,21,F,Zipaquirá,4,3
1467,persona_1467,41,M,Bogotá,4,1
1468,persona_1468,32,F,Cajicá,0,5
1469,persona_1469,66,M,Chía,0,3
1470,persona_1470,66,M,Cajicá,5,4
1471,persona_1471,29,F,Chía,4,4
1472,persona_1472,34,F,Bogotá,5,3
1473,persona_1473,25,F,Zipaquirá,1,4
1474,persona_1474,52,M,Cajicá,4,3
1475,persona_1475,53,F,Zipaquirá,1,3
1476,persona_1476,54,M,Bogotá,5,0
1477,persona_1477,51,F,Zipaquirá,4,2
1478,persona_1478,48,M,Zipaquirá,3,3
1479,persona_1479,26,M,Zipaquirá,3,2
1480,persona_1480,35,M,Bogotá,5,2
1481,persona_1481,44,F,Chía,5,3
1482,persona_1482,40,M,Chía,3,0
1483,persona_1483,24,M,Cota,4,1
1484,persona_1484,49,M,Bogotá,4,3
1485,persona_1485,64,F,Chía,1,4
1486,persona_1486,34,M,Bogotá,0,1
1487,persona_1487,50,F,Zipaquirá,0,3
1488,persona_1488,24,M,Chía,2,3
1489,persona_1489,65,M,Cota,2,2
1490,persona_1490,47,M,Zipaquirá,4,3
1491,persona_1491,28,F,Cota,0,1
1492,persona_1492,48,F,Zipaquirá,1,5
1493,persona_1493,48,F,Cota,1,2
1494,persona_1494,70,M,Chía,0,1
1495,persona_1495,53,M,Cajicá,2,3
1496,persona_1496,63,F,Bogotá,0,2
1497,persona_1497,41,M,Cajicá,3,4
1498,persona_1498,57,M,Zipaquirá,3,1
1499,persona_1499,68,F,Cajicá,0,2
1500,persona_1500,36,M,Bogotá,3,5
1501,persona_1501,56,F,Chía,5,4
1502,persona_1502,21,F,Chía,2,3
1503,persona_1503,57,M,Cajicá,3,3
1504,persona_1504,23,M,Zipaquirá,5,0
1505,persona_1505,28,F,Cota,0,4
1506,persona_1506,22,M,Cota,2,0
1507,persona_1507,70,F,Cajicá,4,3
1508,persona_1508,38,F,Cota,2,4
1509,persona_1509,24,M,Zipaquirá,4,5
1510,persona_1510,23,F,Zipaquirá,1,2
1511,persona_1511,28,F,Cajicá,2,4
1512,persona_1512,37,F,Bogotá,4,0
1513,persona_1513,37,M,Chía,0,4
1514,persona_1514,44,F,Cota,5,1
1515,persona_1515,44,M,Cajicá,5,2
1516,persona_1516,55,F,Cota,4,2
1517,persona_1517,32,M,Bogotá,3,2
1518,persona_1518,70,M,Bogotá,5,4
1519,persona_1519,37,F,Cota,4,3
1520,persona_1520,56,F,Zipaquirá,1,4
1521,persona_1521,69,M,Bogotá,0,2
1522,persona_1522,67,M,Chía,5,5
1523,persona_1523,48,F,Cajicá,2,0
1524,persona_1524,48,M,Chía,1,4
1525,persona_1525,59,F,Zipaquirá,5,3
1526,persona_1526,21,M,Chía,1,1
1527,persona_1527,27,M,Cajicá,2,5
1528,persona_1528,60,M,Cota,0,5
1529,persona_1529,44,M,Zipaquirá,3,3
1530,persona_1530,43,M,Bogotá,3,1
1531,persona_1531,52,F,Zipaquirá,4,0
1532,persona_1532,35,F,Bogotá,5,0
1533,persona_1533,55,M,Cajicá,1,2
1534,persona_1534,25,F,Cota,5,2
1535,persona_1535,59,M,Cajicá,1,0
1536,persona_1536,51,M,Cajicá,0,1
1537,persona_1537,46,M,Zipaquirá,3,5
1538,persona_1538,31,F,Cajicá,0,5
1539,persona_1539,66,M,Cota,0,4
1540,persona_1540,61,M,Bogotá,1,4
1541,persona_1541,51,F,Zipaquirá,0,4
1542,persona_1542,65,F,Cajicá,0,5
1543,persona_1543,66,M,Zipaquirá,3,2
1544,persona_1544,34,F,Cajicá,2,2
1545,persona_1545,52,M,Cajicá,4,0
1546,persona_1546,59,M,Chía,2,3
1547,persona_1547,56,F,Zipaquirá,0,5
1548,persona_1548,42,M,Zipaquirá,3,1
1549,persona_1549,64,F,Bogotá,0,3
1550,persona_1550,58,F,Zipaquirá,5,5
1551,persona_1551,35,M,Cajicá,5,1
1552,persona_1552,47,M,Zipaquirá,2,5
1553,persona_1553,34,F,Chía,3,4
1554,persona_1554,20,M,Bogotá,1,3
1555,persona_1555,68,M,Zipaquirá,5,0
1556,persona_1556,51,M,Chía,1,4
1557,persona_1557,54,M,Chía,3,5
1558,persona_1558,23,M,Chía,2,1
1559,persona_1559,37,F,Cajicá,5,5
1560,persona_1560,61,F,Cajicá,1,4
1561,persona_1561,52,M,Cajicá,5,0
1562,persona_1562,52,F,Cajicá,1,1
1563,persona_1563,45,F,Bogotá,3,3
1564,persona_1564,42,M,Chía,4,3
1565,persona_1565,35,M,Cota,3,3
1566,persona_1566,39,F,Chía,4,3
1567,persona_1567,63,M,Cota,5,0
1568,persona_1568,40,M,Cota,4,5
1569,persona_1569,36,M,Bogotá,1,1
1570,persona_1570,60,F,Cota,5,2
1571,persona_1571,42,M,Bogotá,1,1
1572,persona_1572,26,M,Chía,5,0
1573,persona_1573,26,F,Bogotá,0,1
1574,persona_1574,40,M,Cajicá,1,2
1575,persona_1575,27,F,Chía,4,5
1576,persona_1576,47,F,Zipaquirá,5,1
1577,persona_1577,68,M,Chía,0,0
1578,persona_1578,44,M,Chía,4,4
1579,persona_1579,44,F,Cota,1,5
1580,persona_1580,32,M,Cajicá,2,1
1581,persona_1581,46,M,Chía,1,4
1582,persona_1582,60,F,Bogotá,2,0
1583,persona_1583,54,F,Cajicá,2,2
1584,persona_1584,54,F,Cota,1,4
1585,persona_1585,26,F,Bogotá,0,0
1586,persona_1586,48,F,Zipaquirá,5,3
1587,persona_1587,24,F,Chía,3,1
1588,persona_1588,37,M,Zipaquirá,3,5
1589,persona_1589,28,F,Chía,0,5
1590,persona_1590,67,F,Chía,2,1
1591,persona_1591,52,F,Zipaquirá,0,1
1592,persona_1592,40,M,Zipaquirá,5,5
1593,persona_1593,39,M,Cota,5,0
1594,persona_1594,27,M,Zipaquirá,2,1
1595,persona_1595,53,F,Bogotá,0,3
1596,persona_1596,63,F,Chía,4,0
1597,persona_1597,47,F,Cota,1,5
1598,persona_1598,28,F,Chía,3,0
1599,persona_1599,46,M,Chía,2,0
1600,persona_1600,42,M,Cajicá,1,2
1601,persona_1601,36,M,Bogotá,5,0
1602,persona_1602,62,F,Cajicá,4,4
1603,persona_1603,42,F,Zipaquirá,4,0
1604,persona_1604,48,M,Cajicá,5,5
1605,persona_1605,46,M,Zipaquirá,2,4
1606,persona_1606,30,M,Cajicá,1,1
1607,persona_1607,67,M,Zipaquirá,0,4
1608,persona_1608,66,M,Cota,4,4
1609,persona_1609,51,M,Zipaquirá,5,3
1610,persona_1610,53,M,Cota,2,1
1611,persona_1611,26,F,Bogotá,5,5
1612,persona_1612,20,F,Bogotá,5,4
1613,persona_1613,36,M,Cota,5,2
1614,persona_1614,29,F,Zipaquirá,0,2
1615,persona_1615,41,F,Bogotá,3,2
1616,persona_1616,30,M,Chía,2,2
1617,persona_1617,58,M,Bogotá,1,4
1618,persona_1618,24,F,Cajicá,0,1
1619,persona_1619,59,F,Zipaquirá,2,2
1620,persona_1620,32,M,Cota,2,2
1621,persona_1621,39,F,Cajicá,3,0
1622,persona_1622,68,M,Cota,1,1
1623,persona_1623,45,F,Chía,0,3
1624,persona_1624,42,M,Chía,3,0
1625,persona_1625,49,F,Zipaquirá,3,4
1626,persona_1626,41,M,Zipaquirá,1,3
1627,persona_1627,60,M,Bogotá,3,1
1628,persona_1628,67,F,Cota,2,5
1629,persona_1629,67,F,Zipaquirá,3,4
1630,persona_1630,62,M,Chía,4,5
1631,persona_1631,57,M,Zipaquirá,3,4
1632,persona_1632,59,M,Zipaquirá,2,3
1633,persona_1633,60,F,Cajicá,5,2
1634,persona_1634,30,M,Cota,2,0
1635,persona_1635,51,F,Zipaquirá,4,3
1636,persona_1636,20,F,Cajicá,4,0
1637,persona_1637,67,M,Cajicá,3,1
1638,persona_1638,44,F,Chía,4,0
1639,persona_1639,68,F,Zipaquirá,0,5
1640,persona_1640,52,M,Bogotá,1,4
1641,persona_1641,52,M,Cota,2,5
1642,persona_1642,64,F,Cota,1,4
1643,persona_1643,50,F,Bogotá,4,5
1644,persona_1644,68,M,Cota,3,2
1645,persona_1645,60,F,Cajicá,1,0
1646,persona_1646,63,F,Chía,0,0
1647,persona_1647,49,M,Zipaquirá,1,5
1648,persona_1648,31,F,Zipaquirá,1,2
1649,persona_1649,28,F,Chía,2,1
1650,persona_1650,50,F,Chía,0,1
1651,persona_1651,60,F,Chía,2,5
1652,persona_1652,58,F,Cota,5,2
1653,persona_1653,47,F,Chía,5,5
1654,persona_1654,46,M,Cota,2,1
1655,persona_1655,29,F,Bogotá,5,5
1656,persona_1656,61,M,Chía,4,4
1657,persona_1657,23,M,Chía,3,3
1658,persona_1658,49,F,Cajicá,4,5
1659,persona_1659,49,F,Zipaquirá,5,1
1660,persona_1660,40,F,Cota,4,2
1661,persona_1661,54,F,Cota,4,0
1662,persona_1662,58,F,Cajicá,1,4
1663,persona_1663,56,M,Cota,0,1
1664,persona_1664,21,M,Cajicá,2,3
1665,persona_1665,45,F,Bogotá,5,5
1666,persona_1666,54,F,Cota,1,1
1667,persona_1667,21,F,Bogotá,4,3
1668,persona_1668,34,M,Bogotá,3,1
1669,persona_1669,47,F,Cajicá,1,3
1670,persona_1670,41,F,Zipaquirá,4,4
1671,persona_1671,21,F,Bogotá,1,4
1672,persona_1672,33,M,Chía,1,2
1673,persona_1673,36,M,Cota,2,2
1674,persona_1674,30,M,Cajicá,3,5
1675,persona_1675,54,M,Cajicá,0,2
1676,persona_1676,30,F,Bogotá,0,2
1677,persona_1677,47,M,Chía,5,5
1678,persona_1678,22,M,Zipaquirá,0,5
1679,persona_1679,63,F,Bogotá,5,5
1680,persona_1680,59,M,Cota,1,3
1681,persona_1681,48,F,Cota,1,3
1682,persona_1682,36,M,Cota,1,2
1683,persona_1683,35,F,Zipaquirá,3,5
1684,persona_1684,42,F,Cajicá,3,3
1685,persona_1685,26,F,Cota,0,0
1686,persona_1686,20,F,Cajicá,2,5
1687,persona_1687,35,M,Cota,3,4
1688,persona_1688,69,F,Chía,0,3
1689,persona_1689,67,M,Zipaquirá,0,5
1690,persona_1690,50,M,Cota,4,2
1691,persona_1691,21,F,Cota,3,5
1692,persona_1692,68,M,Cota,1,5
1693,persona_1693,64,M,Bogotá,5,0
1694,persona_1694,27,F,Cajicá,1,3
1695,persona_1695,27,M,Zipaquirá,5,3
1696,persona_1696,38,M,Zipaquirá,1,0
1697,persona_1697,21,F,Bogotá,4,0
1698,persona_1698,44,M,Zipaquirá,3,1
1699,persona_1699,41,M,Cajicá,2,5
1700,persona_1700,67,M,Chía,0,5
1701,persona_1701,40,F,Cota,4,3
1702,persona_1702,32,M,Zipaquirá,2,2
1703,persona_1703,46,M,Chía,3,1
1704,persona_1704,37,F,Cota,5,4
1705,persona_1705,60,F,Cota,0,2
1706,persona_1706,66,M,Cota,5,0
1707,persona_1707,70,M,Zipaquirá,4,4
1708,persona_1708,29,M,Chía,5,4
1709,persona_1709,58,M,Bogotá,0,0
1710,persona_1710,58,M,Cota,2,4
1711,persona_1711,22,M,Zipaquirá,5,1
1712,persona_1712,64,M,Cota,0,2
1713,persona_1713,20,M,Cota,5,1
1714,persona_1714,62,F,Bogotá,0,2
1715,persona_1715,49,M,Cajicá,2,4
1716,persona_1716,70,F,Bogotá,5,2
1717,persona_1717,65,F,Cajicá,3,4
1718,persona_1718,60,M,Zipaquirá,3,5
1719,persona_1719,38,F,Zipaquirá,5,0
1720,persona_1720,39,F,Cota,0,5
1721,persona_1721,38,M,Cajicá,3,1
1722,persona_1722,65,M,Chía,1,5
1723,persona_1723,25,M,Bogotá,5,2
1724,persona_1724,35,M,Zipaquirá,5,3
1725,persona_1725,64,M,Chía,3,3
1726,persona_1726,59,F,Zipaquirá,4,0
1727,persona_1727,55,F,Chía,3,1
1728,persona_1728,35,M,Zipaquirá,2,2
1729,persona_1729,43,M,Zipaquirá,0,5
1730,persona_1730,20,F,Chía,2,3
1731,persona_1731,51,F,Bogotá,4,1
1732,persona_1732,36,M,Bogotá,1,0
1733,persona_1733,69,M,Bogotá,3,2
1734,persona_1734,68,F,Bogotá,0,5
1735,persona_1735,22,F,Chía,1,2
1736,persona_1736,60,M,Cajicá,5,0
1737,persona_1737,56,F,Chía,2,0
1738,persona_1738,52,M,Cota,0,3
1739,persona_1739,59,F,Zipaquirá,5,5
1740,persona_1740,43,F,Cajicá,0,4
1741,persona_1741,66,F,Cajicá,2,3
1742,persona_1742,45,M,Cajicá,4,5
1743,persona_1743,64,M,Zipaquirá,2,2
1744,persona_1744,52,F,Cota,1,1
1745,persona_1745,27,M,Cota,0,1
1746,persona_1746,32,M,Zipaquirá,0,2
1747,persona_1747,31,F,Chía,4,1
1748,persona_1748,68,F,Zipaquirá,1,3
1749,persona_1749,61,M,Bogotá,1,2
1750,persona_1750,61,M,Bogotá,1,4
1751,persona_1751,64,F,Zipaquirá,0,4
1752,persona_1752,67,F,Chía,2,2
1753,persona_1753,36,M,Chía,1,5
1754,persona_1754,67,M,Bogotá,2,5
1755,persona_1755,31,F,Cota,4,0
1756,persona_1756,44,M,Bogotá,1,0
1757,persona_1757,52,M,Bogotá,5,1
1758,persona_1758,41,F,Cota,2,5
1759,persona_1759,28,F,Chía,3,0
1760,persona_1760,48,M,Chía,5,4
1761,persona_1761,37,M,Chía,1,1
1762,persona_1762,36,F,Cota,5,4
1763,persona_1763,26,M,Chía,4,2
1764,persona_1764,55,F,Cota,2,0
1765,persona_1765,36,M,Chía,1,0
1766,persona_1766,59,M,Cota,5,1
1767,persona_1767,55,M,Chía,5,0
1768,persona_1768,60,F,Zipaquirá,5,0
1769,persona_1769,64,M,Cajicá,1,3
1770,persona_1770,25,F,Cajicá,4,4
1771,persona_1771,33,M,Cota,4,0
1772,persona_1772,55,M,Bogotá,1,2
1773,persona_1773,62,M,Cajicá,1,3
1774,persona_1774,63,F,Cota,1,0
1775,persona_1775,62,M,Bogotá,0,3
1776,persona_1776,34,F,Cajicá,4,2
1777,persona_1777,39,F,Cajicá,3,2
1778,persona_1778,52,M,Zipaquirá,4,4
1779,persona_1779,65,M,Zipaquirá,0,5
1780,persona_1780,37,F,Bogotá,2,1
1781,persona_1781,67,M,Cajicá,0,3
1782,persona_1782,34,M,Cota,1,4
1783,persona_1783,46,F,Bogotá,2,3
1784,persona_1784,37,M,Zipaquirá,1,2
1785,persona_1785,50,F,Chía,5,4
1786,persona_1786,24,M,Zipaquirá,3,2
1787,persona_1787,24,F,Bogotá,2,1
1788,persona_1788,67,F,Chía,3,3
1789,persona_1789,37,F,Bogotá,5,4
1790,persona_1790,70,F,Bogotá,2,1
1791,persona_1791,33,M,Zipaquirá,5,0
1792,persona_1792,65,F,Cota,5,0
1793,persona_1793,42,M,Bogotá,4,4
1794,persona_1794,51,F,Chía,1,5
1795,persona_1795,47,F,Chía,4,0
1796,persona_1796,32,M,Cota,2,0
1797,persona_1797,25,M,Bogotá,4,5
1798,persona_1798,53,F,Chía,1,4
1799,persona_1799,56,M,Bogotá,4,5
1800,persona_1800,69,M,Cajicá,2,1
1801,persona_1801,56,F,Bogotá,2,3
1802,persona_1802,55,M,Cota,0,4
1803,persona_1803,44,M,Cota,5,4
1804,persona_1804,58,F,Cota,5,4
1805,persona_1805,41,F,Cajicá,4,3
1806,persona_1806,44,F,Bogotá,4,4
1807,persona_1807,27,F,Zipaquirá,5,0
1808,persona_1808,67,M,Cota,0,0
1809,persona_1809,61,F,Cajicá,3,1
1810,persona_1810,46,F,Cajicá,4,5
1811,persona_1811,26,M,Cajicá,2,1
1812,persona_1812,38,M,Cota,1,1
1813,persona_1813,64,M,Bogotá,4,3
1814,persona_1814,25,F,Cota,1,3
1815,persona_1815,35,F,Zipaquirá,5,2
1816,persona_1816,66,F,Cajicá,1,5
1817,persona_1817,40,M,Bogotá,5,5
1818,persona_1818,23,F,Chía,4,5
1819,persona_1819,41,F,Cajicá,4,1
1820,persona_1820,62,M,Bogotá,1,0
1821,persona_1821,62,F,Bogotá,4,0
1822,persona_1822,49,M,Cajicá,3,4
1823,persona_1823,61,F,Bogotá,1,4
1824,persona_1824,56,M,Chía,2,1
1825,persona_1825,42,F,Chía,3,1
1826,persona_1826,57,F,Cajicá,0,2
1827,persona_1827,59,M,Cajicá,4,3
1828,persona_1828,26,F,Bogotá,4,2
1829,persona_1829,40,M,Chía,3,2
1830,persona_1830,60,F,Cota,1,5
1831,persona_1831,48,M,Zipaquirá,2,2
1832,persona_1832,40,F,Cota,3,3
1833,persona_1833,41,F,Zipaquirá,2,0
1834,persona_1834,37,F,Zipaquirá,1,0
1835,persona_1835,33,F,Cota,0,1
1836,persona_1836,27,M,Chía,0,4
1837,persona_1837,26,F,Cajicá,4,5
1838,persona_1838,40,F,Zipaquirá,3,5
1839,persona_1839,37,F,Cota,0,4
1840,persona_1840,59,M,Zipaquirá,2,2
1841,persona_1841,39,M,Bogotá,5,5
1842,persona_1842,30,M,Chía,3,3
1843,persona_1843,29,F,Bogotá,0,0
1844,persona_1844,25,M,Cajicá,1,4
1845,persona_1845,31,F,Zipaquirá,1,2
1846,persona_1846,64,M,Cota,3,3
1847,persona_1847,45,M,Cota,5,2
1848,persona_1848,39,F,Cajicá,4,5
1849,persona_1849,66,F,Zipaquirá,5,3
1850,persona_1850,44,F,Cota,1,5
1851,persona_1851,32,F,Cajicá,5,2
1852,persona_1852,39,M,Cajicá,1,4
1853,persona_1853,63,M,Chía,3,3
1854,persona_1854,46,M,Chía,4,0
1855,persona_1855,43,M,Cajicá,5,3
1856,persona_1856,21,M,Cajicá,0,2
1857,persona_1857,58,F,Zipaquirá,0,0
1858,persona_1858,23,M,Cajicá,3,0
1859,persona_1859,24,M,Cota,1,2
1860,persona_1860,38,F,Cota,1,0
1861,persona_1861,46,M,Cota,5,1
1862,persona_1862,30,M,Cota,2,1
1863,persona_1863,25,M,Cajicá,4,2
1864,persona_1864,61,M,Chía,0,0
1865,persona_1865,59,F,Zipaquirá,0,1
1866,persona_1866,24,M,Cajicá,3,5
1867,persona_1867,32,M,Cajicá,2,2
1868,persona_1868,63,F,Cota,5,3
1869,persona_1869,26,M,Zipaquirá,2,5
1870,persona_1870,53,F,Cota,2,0
1871,persona_1871,22,F,Zipaquirá,3,1
1872,persona_1872,66,M,Zipaquirá,3,0
1873,persona_1873,36,F,Chía,5,4
1874,persona_1874,45,M,Zipaquirá,2,0
1875,persona_1875,22,F,Zipaquirá,3,2
1876,persona_1876,67,F,Chía,2,1
1877,persona_1877,56,M,Cajicá,2,5
1878,persona_1878,53,F,Cajicá,4,0
1879,persona_1879,44,F,Chía,5,0
1880,persona_1880,50,F,Bogotá,1,0
1881,persona_1881,31,M,Cota,0,2
1882,persona_1882,57,M,Zipaquirá,1,1
1883,persona_1883,43,M,Cajicá,5,2
1884,persona_1884,39,F,Chía,2,4
1885,persona_1885,64,F,Cota,4,3
1886,persona_1886,27,F,Cajicá,1,3
1887,persona_1887,43,M,Zipaquirá,0,4
1888,persona_1888,68,M,Chía,0,3
1889,persona_1889,67,M,Cota,0,1
1890,persona_1890,31,M,Cota,0,1
1891,persona_1891,40,F,Chía,3,4
1892,persona_1892,30,M,Zipaquirá,2,2
1893,persona_1893,30,M,Bogotá,5,5
1894,persona_1894,45,F,Cajicá,3,4
1895,persona_1895,52,F,Zipaquirá,1,3
1896,persona_1896,62,F,Bogotá,4,1
1897,persona_1897,39,F,Cajicá,1,3
1898,persona_1898,23,M,Chía,5,0
1899,persona_1899,46,M,Cota,5,5
1900,persona_1900,35,M,Bogotá,2,1
1901,persona_1901,68,M,Cajicá,0,1
1902,persona_1902,56,M,Cajicá,4,5
1903,persona_1903,20,F,Cota,5,3
1904,persona_1904,66,M,Zipaquirá,1,0
1905,persona_1905,22,F,Chía,5,0
1906,persona_1906,63,M,Bogotá,1,0
1907,persona_1907,54,F,Cota,4,3
1908,persona_1908,25,M,Chía,0,2
1909,persona_1909,60,F,Chía,1,2
1910,persona_1910,53,M,Bogotá,3,3
1911,persona_1911,45,F,Zipaquirá,4,0
1912,persona_1912,32,M,Cota,1,3
1913,persona_1913,30,F,Chía,5,3
1914,persona_1914,37,F,Zipaquirá,2,5
1915,persona_1915,46,M,Cajicá,4,1
1916,persona_1916,49,M,Cota,4,5
1917,persona_1917,64,F,Cajicá,2,4
1918,persona_1918,61,F,Chía,3,5
1919,persona_1919,66,M,Chía,3,0
1920,persona_1920,59,F,Zipaquirá,1,5
1921,persona_1921,67,F,Cota,1,0
1922,persona_1922,55,M,Cota,2,2
1923,persona_1923,41,F,Chía,0,5
1924,persona_1924,36,F,Cajicá,5,2
1925,persona_1925,33,F,Bogotá,0,2
1926,persona_1926,45,M,Zipaquirá,0,0
1927,persona_1927,45,M,Zipaquirá,0,4
1928,persona_1928,39,F,Chía,4,4
1929,persona_1929,40,M,Cota,5,3
1930,persona_1930,36,F,Chía,1,3
1931,persona_1931,60,M,Cota,0,0
1932,persona_1932,55,M,Zipaquirá,0,3
1933,persona_1933,65,F,Zipaquirá,3,1
1934,persona_1934,54,M,Cota,5,2
1935,persona_1935,56,M,Chía,5,5
1936,persona_1936,68,F,Cajicá,1,5
1937,persona_1937,51,F,Bogotá,2,3
1938,persona_1938,56,F,Chía,1,3
1939,persona_1939,26,M,Chía,5,0
1940,persona_1940,38,F,Cajicá,0,2
1941,persona_1941,20,M,Cajicá,0,3
1942,persona_1942,31,M,Cajicá,0,4
1943,persona_1943,56,M,Chía,1,3
